,t,m
TOP2B,0.524597970760366,0.786896956140549
ZBTB21,0.524184087474322,0.786276131211483
ZNF664,-0.523907926535007,-0.78586188980251
CAMSAP2,-0.523890511021434,-0.785835766532151
ADIPOR1,0.523792004715213,0.78568800707282
STXBP3,-0.523720839896429,-0.785581259844644
S100P,-0.523552123903794,-0.785328185855691
DIPK1B,0.271445700751342,0.407168551127013
PCBP4,-0.523498208656276,-0.785247312984414
DNAJC14,-0.523486595920863,-0.785229893881294
XXYLT1,-0.523384168337776,-0.785076252506664
ACBD5,-0.523129538074884,-0.784694307112326
FAM98C,-0.523033041003008,-0.784549561504512
RAVER1,0.522867394503997,0.784301091755995
AIMP2,-0.522820498897402,-0.784230748346103
ACVR1,-0.52267372336916,-0.78401058505374
GTF3A,0.522479167909758,0.783718751864637
SEC11A,0.522467588629206,0.783701382943809
CASP1,-0.26902768039418,-0.40354152059127
APP,-0.522046770934238,-0.783070156401357
ACLY,0.522007409587936,0.783011114381904
RPLP0,-0.521874280943049,-0.782811421414573
SWAP70,-0.521870850445562,-0.782806275668343
ZNF439,0.521712875074623,0.782569312611935
AKAP8,0.521650457173268,0.782475685759902
TAF7,-0.521477951037519,-0.782216926556279
NCOA6,-0.52127040750555,-0.781905611258325
F11R,0.521213123970539,0.781819685955808
BCR,-0.520821988174456,-0.781232982261684
MCTP1,-0.520733536101862,-0.781100304152793
LSM3,0.520713489631474,0.781070234447211
TFEB,0.265900118973142,0.398850178459713
WIZ,0.520363878404786,0.780545817607179
CXADR,-0.520185321858639,-0.780277982787958
ABHD2,-0.52016266166364,-0.78024399249546
LIPT1,-0.520095022913352,-0.780142534370028
MSX2,-0.520015733002348,-0.780023599503522
ZNF583,0.519627143070603,0.779440714605904
EPG5,0.519527678747242,0.779291518120863
SRP9,0.519485864642625,0.779228796963938
CHMP2B,-0.519235660908861,-0.778853491363291
DPH6,-0.519197639083669,-0.778796458625504
TMEM87B,0.519155922538922,0.778733883808383
BBS10,-0.5191335807315,-0.77870037109725
TRAPPC3,-0.518958205010156,-0.778437307515234
KLHL35,0.262733983679278,0.394100975518917
PTGES,0.518747688361168,0.778121532541752
PHYKPL,-0.51842098341223,-0.777631475118345
FSD1,-0.518293469722769,-0.777440204584154
PAFAH1B2,-0.518288453581916,-0.777432680372874
CTDSP1,-0.518052972911215,-0.777079459366822
EEF1B2,0.517867714417658,0.776801571626487
RHOU,-0.517737050620983,-0.776605575931475
PDCD6IP,-0.517676847588277,-0.776515271382415
EMD,0.517593947059901,0.776390920589852
KIN,-0.517383943015036,-0.776075914522554
ACY1,0.517251939078217,0.775877908617326
MYO1C,-0.51709099506787,-0.775636492601805
AKR1E2,0.51659372816136,0.77489059224204
MGLL,-0.516459393134951,-0.774689089702427
ZNF527,0.516065043815999,0.774097565723999
TSR2,0.51600080551086,0.77400120826629
TBXA2R,-0.515826845512994,-0.773740268269491
SPRY3,-0.256088600999785,-0.384132901499677
ZFYVE19,-0.514963534783345,-0.772445302175018
EFHC2,0.254636404690681,0.381954607036021
NPTN,0.514542728811058,0.771814093216587
CHRFAM7A,-0.254167358822069,-0.381251038233103
UBXN4,-0.514456751265355,-0.771685126898032
LANCL2,0.514448176050819,0.771672264076229
NT5C3B,-0.514438457014,-0.771657685521
AGBL3,-0.254063298562437,-0.381094947843655
ERCC1,0.514278003291932,0.771417004937898
ZNF331,-0.513942929991648,-0.770914394987472
FAM192A,-0.513800982994798,-0.770701474492197
ZBTB4,0.513758566177691,0.770637849266536
CCNT2,-0.513751183878411,-0.770626775817617
CREB5,-0.513349274930821,-0.770023912396232
SLC35F6,-0.513155064591718,-0.769732596887577
NCOR2,-0.513154363443357,-0.769731545165036
AGL,0.51299984306486,0.76949976459729
EFHC1,0.512701570319258,0.769052355478887
FAM174A,-0.512299564948996,-0.768449347423494
MCRIP1,0.512189295744107,0.76828394361616
DDX55,0.512180308086376,0.768270462129564
TOM1L1,0.511958792642262,0.767938188963393
SMARCD1,-0.511854259797247,-0.767781389695871
SERTAD3,0.511839854984689,0.767759782477033
SESN2,0.511601805184908,0.767402707777362
FAHD2B,0.511479752776112,0.767219629164168
EBNA1BP2,0.511084802260544,0.766627203390816
ZNF836,0.511030606541498,0.766545909812247
PERM1,0.51094088071805,0.766411321077075
TRIM13,-0.51076815168425,-0.766152227526375
KIAA0753,0.510709652677537,0.766064479016305
VKORC1,0.510636633509589,0.765954950264383
DHX38,-0.510606624351589,-0.765909936527383
CERT,-0.510510307884154,-0.765765461826231
SYT1,0.51032070871021,0.765481063065315
NBPF19,0.245701950948206,0.368552926422309
ZBTB7A,-0.51009301189207,-0.765139517838105
PCIF1,-0.510053804243965,-0.765080706365947
CRYBG3,-0.510049032301052,-0.765073548451578
DUSP12,0.509816616659323,0.764724924988984
HPS6,-0.509715334042805,-0.764573001064208
TECPR2,-0.509532649406218,-0.764298974109327
DCAF12,0.509299458083027,0.763949187124541
HPS4,-0.509241471820294,-0.763862207730441
C5orf24,0.509107408755636,0.763661113133454
DENND2A,0.243438638651322,0.365157957976983
MRPL38,0.509052093727642,0.763578140591463
ELP4,-0.50890513636239,-0.763357704543585
GALK1,0.508836045912191,0.763254068868287
PPL,0.508635821071444,0.762953731607166
CABCOCO1,0.508500583260334,0.762750874890501
RHOBTB3,-0.508435379339114,-0.762653069008671
PNPT1,0.508370798897366,0.762556198346049
ZNF263,0.508330094695316,0.762495142042974
CCDC71,-0.508200509539838,-0.762300764309757
SACM1L,0.508083692199296,0.762125538298944
RTL5,-0.241114984968688,-0.361672477453032
RBX1,0.50773769182834,0.76160653774251
HOXC12,-0.50769027122132,-0.76153540683198
CHAC2,0.507380158675385,0.761070238013077
UAP1,0.507105151688587,0.760657727532881
RPAIN,-0.507080280228175,-0.760620420342262
MTRNR2L10,-0.506929757039512,-0.760394635559268
PRNP,0.506902571613017,0.760353857419525
REEP2,-0.238944531799632,-0.358416797699448
SPECC1L,-0.506658260900402,-0.759987391350603
RAP2C,0.506559943371828,0.759839915057742
RBM38,0.506291597416546,0.759437396124819
DXO,-0.506163860597394,-0.759245790896091
EMC8,0.505961249436205,0.758941874154307
RHOT2,0.505597844624222,0.758396766936333
VPS25,-0.505344237051362,-0.758016355577043
APPL2,-0.505271073367651,-0.757906610051476
ZNF429,0.505016091927747,0.75752413789162
ZADH2,-0.504791190613779,-0.757186785920668
CCDC122,-0.504778973967672,-0.757168460951508
TMEM242,0.504758196559228,0.757137294838842
E2F6,-0.504394727354495,-0.756592091031743
C16orf46,0.504359766434844,0.756539649652266
FEM1C,0.504279028686565,0.756418543029848
TCP1,0.50410420963384,0.75615631445076
FAM135A,0.504069637340176,0.756104456010264
GPR89A,0.503934893223442,0.755902339835163
HLCS,-0.503912332005857,-0.755868498008786
PWP1,0.503627878652466,0.755441817978699
UQCC2,0.503448659861921,0.755172989792881
SLC35E2B,0.503422380365831,0.755133570548747
ARHGEF7,0.503416726077285,0.755125089115928
ZNF793,-0.503376191670379,-0.755064287505568
VAMP4,-0.503374500173158,-0.755061750259737
NECAP1,-0.503319322475826,-0.754978983713739
ZSCAN30,-0.503221610555964,-0.754832415833946
RBM5,-0.503184080465672,-0.754776120698508
JKAMP,-0.503117671202553,-0.754676506803829
RRP36,-0.502810194518367,-0.75421529177755
TMCO1,-0.502723182511553,-0.75408477376733
ADORA2A,0.502515601363995,0.753773402045993
SLC25A5,0.502440060023286,0.753660090034929
HNRNPDL,0.50207127153411,0.753106907301165
TIMM8B,-0.502063685450828,-0.753095528176242
NOTCH1,0.502016710407921,0.753025065611881
MFHAS1,-0.501963143666716,-0.752944715500074
CAMTA1,0.501573823866333,0.752360735799499
USP4,0.501463944934054,0.752195917401081
TERF2IP,0.501270448983559,0.751905673475338
B4GALT3,0.501233471715634,0.751850207573451
EOGT,-0.500889257891661,-0.751333886837492
RNF103,0.50071112835376,0.75106669253064
FIBCD1,0.50041716450667,0.750625746760005
ZMYM3,-0.500412425366054,-0.750618638049081
LDHA,0.500066149859854,0.750099224789781
HPD,-0.22457094840249,-0.336856422603735
FNIP1,0.500008086050626,0.750012129075939
FAM117A,0.224312863074016,0.336469294611024
PHF7,0.499657902137525,0.749486853206287
MRPL43,-0.499641551189042,-0.749462326783563
YIPF2,0.499493104023649,0.749239656035473
SEC14L1,-0.499490640107876,-0.749235960161814
RASGRF2,-0.499404822138224,-0.749107233207336
ZNF518B,-0.499146683890478,-0.748720025835717
SMAD3,0.499100615723499,0.748650923585249
PHRF1,0.498865390378354,0.748298085567531
TLK2,0.49881179969292,0.74821769953938
ARHGAP12,-0.498737031366813,-0.74810554705022
ZNF626,0.498601516202372,0.747902274303558
WRN,0.498556714037914,0.747835071056871
RAB42,0.221290140831139,0.331935211246708
SKP2,0.498433484894058,0.747650227341087
TMEM209,0.498154090898017,0.747231136347025
MGAT5B,0.497812348547228,0.746718522820842
APOBEC3C,-0.497792124535336,-0.746688186803004
RGS20,0.497665341358491,0.746498012037736
ABI1,0.497363048882709,0.746044573324063
MRPL9,0.496961773514091,0.745442660271136
KANSL2,0.496937192773129,0.745405789159693
PPTC7,-0.496778028660583,-0.745167042990875
IL31RA,-0.496635789425898,-0.744953684138847
RNF25,-0.496493527812229,-0.744740291718343
WNT10B,-0.496173054447756,-0.744259581671634
CCDC58,0.496092522195225,0.744138783292837
NDUFAB1,0.495686950234872,0.743530425352308
PAXX,0.495654139180665,0.743481208770997
HNRNPA3,0.495570662888397,0.743355994332596
PCGF1,0.495230330737516,0.742845496106274
MEX3A,0.494726595417261,0.742089893125891
AGTPBP1,0.494294639942284,0.741441959913426
MUC1,0.494020829438271,0.741031244157407
SNRPD2,0.493988920248566,0.740983380372849
FAM83H,0.493963427999771,0.740945141999656
POLR2M,-0.4938932874448,-0.7408399311672
ALG1L,-0.493828259493029,-0.740742389239543
YWHAZ,0.493588941469904,0.740383412204856
KARS1,0.49352887263514,0.74029330895271
COX7C,-0.493500020293284,-0.740250030439926
ETFDH,0.493483883976169,0.740225825964253
ICE1,0.493440055764572,0.740160083646858
STRA6,-0.209964622235611,-0.314946933353417
PAXBP1,0.49335817692471,0.740037265387065
CRLS1,0.493236549093191,0.739854823639786
ZNF211,-0.493187957752111,-0.739781936628166
TTPAL,-0.493133035029914,-0.739699552544871
CLN6,0.492949251040645,0.739423876560968
PPA1,0.492890368554175,0.739335552831263
ANKRD34A,-0.492712766155087,-0.739069149232631
MPZL3,-0.492702177976382,-0.739053266964573
PIGW,0.492583706731296,0.738875560096944
TMX2,-0.492386565301556,-0.738579847952334
ZNF248,-0.492357116233673,-0.738535674350509
NELFE,0.492049588241445,0.738074382362167
BCO2,0.206841241037065,0.310261861555597
WDR34,0.491776719878134,0.737665079817201
PAQR4,0.491240914531374,0.736861371797061
UBE2D3,0.491183729227449,0.736775593841174
SNRNP25,0.491085958860638,0.736628938290957
CDK12,0.491058834852103,0.736588252278154
UQCRC1,0.491023630372458,0.736535445558687
LRRC37B,-0.204352158197996,-0.306528237296994
ERC1,0.490783080884672,0.736174621327008
ZNF440,0.490725389792768,0.736088084689152
REV1,0.490530947109116,0.735796420663674
GPHN,0.490107703937508,0.735161555906262
GRIN2A,-0.490106574663741,-0.735159861995612
RILPL2,0.490048752026514,0.735073128039771
WDR5B,-0.490028436390824,-0.735042654586236
ALDOC,0.490015680701415,0.735023521052123
SPEN,0.489949491619296,0.734924237428944
MTMR3,0.489925884141275,0.734888826211913
SUPT16H,0.489779945625863,0.734669918438795
WDR41,0.489402057346028,0.734103086019042
L3HYPDH,-0.489393073753074,-0.734089610629611
CHMP4B,-0.48932880316263,-0.733993204743945
C1GALT1,-0.48911625437815,-0.733674381567225
CEP78,0.489058472005354,0.733587708008031
MOB4,-0.488884539776064,-0.733326809664096
POLI,0.488832625954683,0.733248938932024
WNT7B,-0.488672181986989,-0.733008272980483
FLYWCH2,0.488489489364298,0.732734234046447
SAMD13,-0.488009537137962,-0.732014305706943
IRGQ,-0.487958273468931,-0.731937410203397
PTPDC1,-0.487577596538444,-0.731366394807666
COASY,-0.487340910217501,-0.731011365326251
DGCR8,-0.487209968321457,-0.730814952482186
NDRG4,0.487197520284015,0.730796280426022
NT5M,0.487100432462302,0.730650648693453
CPT1C,-0.194702269465977,-0.292053404198965
DDX42,0.486835264591625,0.730252896887438
IFITM2,0.486610868701142,0.729916303051713
GMFB,0.486593506344637,0.729890259516956
MAP3K5,0.486495743802073,0.72974361570311
CHPF2,0.486274683766628,0.729412025649942
MRPL20,0.486197621569056,0.729296432353584
CAPN10,0.485937924445086,0.728906886667629
CMAS,0.485811943495068,0.728717915242602
POLN,0.192000919037775,0.288001378556663
MRPL19,-0.485444544390312,-0.728166816585468
PDCD2L,0.485321047280201,0.727981570920301
CMTM1,-0.485276836528586,-0.727915254792879
DYNC1LI2,0.484877814292188,0.727316721438282
VHL,0.484384179579438,0.726576269369157
TRHDE,0.484376699349639,0.726565049024459
DHX15,0.484324869506025,0.726487304259038
WDR26,0.484264482378548,0.726396723567822
ACP1,-0.484014333393015,-0.726021500089522
ZNF234,-0.483879921938686,-0.725819882908029
MEMO1,0.483724628027621,0.725586942041431
TTLL1,-0.483645050749336,-0.725467576124004
CDK11A,0.483634562318704,0.725451843478056
TMEM8B,-0.483308833727142,-0.724963250590713
CHDH,-0.483275966283428,-0.724913949425142
NUMBL,0.184662844458809,0.276994266688214
NAGPA,-0.184492412186758,-0.276738618280137
CYB561D2,-0.482719808435368,-0.724079712653052
TIGD1,-0.482527488645529,-0.723791232968294
GRK3,0.482514488075009,0.723771732112514
TMEM138,-0.482163728966135,-0.723245593449203
PYCR2,0.482140577987583,0.723210866981374
NME5,-0.481951199417038,-0.722926799125557
NOL6,0.481938612918004,0.722907919377006
DHRS7B,-0.481836369251294,-0.722754553876941
WDR48,-0.481697908901573,-0.72254686335236
LAMC1,-0.48132962831294,-0.72199444246941
ZNF57,0.481292008189743,0.721938012284615
TPMT,-0.481280943544386,-0.721921415316579
CDKL3,0.481052864025806,0.721579296038709
PSAT1,0.480963048765858,0.721444573148787
ELOC,0.480878663264162,0.721317994896243
SESTD1,0.480628266415455,0.720942399623183
ARFGAP1,-0.480614237997745,-0.720921356996618
HDX,-0.480510781216911,-0.720766171825367
AKT1,0.479953053553752,0.719929580330628
ADI1,-0.479865644104717,-0.719798466157076
COX5B,0.479709633581009,0.719564450371514
ZNF525,-0.479666504743329,-0.719499757114993
BRMS1,0.479502472194171,0.719253708291257
STIM1,-0.47937018055525,-0.719055270832875
GRIP2,-0.479253098335414,-0.718879647503121
DIXDC1,0.479003941148518,0.718505911722777
PLP2,-0.478844750478228,-0.718267125717342
MAP3K12,0.478790402276417,0.718185603414625
MTM1,0.478460664207889,0.717690996311834
USP19,0.478419559932471,0.717629339898706
ACTR6,0.478413269607017,0.717619904410526
STYXL1,-0.47831805432634,-0.71747708148951
RNF214,-0.478076310631472,-0.717114465947208
DLX3,-0.478039104536645,-0.717058656804967
SHLD2,0.477802530553935,0.716703795830902
DYNLT3,-0.477746641009627,-0.716619961514441
HOXA5,0.477616713675616,0.716425070513424
PLEKHG4B,-0.477465099683886,-0.716197649525829
CYBA,0.477458301492981,0.716187452239472
STAT5B,-0.477381811719073,-0.716072717578609
CCDC74B,-0.170128192160128,-0.255192288240192
MRPL34,0.476969202951161,0.715453804426742
FBXL14,0.476830480074247,0.71524572011137
MTG2,0.476813829524442,0.715220744286663
TSPYL2,-0.476756397074043,-0.715134595611065
USP47,-0.476610224537735,-0.714915336806602
UBE2E3,-0.476567687506854,-0.714851531260281
FBXL13,-0.476518352593398,-0.714777528890097
NREP,0.167647439001292,0.251471158501938
TSPYL1,-0.476209202785476,-0.714313804178214
TUBB2A,0.475990877261374,0.713986315892061
RIN1,0.475764954829934,0.713647432244901
NAGS,0.475586409185146,0.713379613777719
COX19,0.475538334152694,0.713307501229041
SPAG4,-0.475424368001587,-0.71313655200238
BBIP1,-0.474686455281337,-0.712029682922006
NAT1,0.162811338828452,0.244217008242678
PCDHB7,-0.162632449854789,-0.243948674782184
CIR1,-0.474515468752004,-0.711773203128006
SNRNP70,0.474405584797923,0.711608377196885
HDDC2,-0.474258474594349,-0.711387711891523
GOLGA2,-0.474250290711262,-0.711375436066893
ULBP1,-0.474203078101007,-0.71130461715151
MAPK3,-0.474062269921306,-0.711093404881959
EXD3,-0.473911505754912,-0.710867258632368
ZNRF2,0.473776659211126,0.710664988816689
MYO6,-0.47372474147831,-0.710587112217465
ZNF221,0.473557225258756,0.710335837888134
MRPL51,0.473474867101593,0.710212300652389
TRIM59,0.47301835337288,0.70952753005932
UAP1L1,0.47295249365606,0.70942874048409
NDUFA8,-0.472534857516929,-0.708802286275393
SRRD,0.472404559273404,0.708606838910106
PLD2,0.472334432249626,0.708501648374439
ZFAND2B,0.472044471905402,0.708066707858103
RBM4B,-0.471985553137502,-0.707978329706253
DMAC2,-0.471964301624621,-0.707946452436931
ACTR5,0.471929705950559,0.707894558925839
ZNF808,-0.471807717040747,-0.707711575561121
DCLRE1C,0.471751358645236,0.707627037967854
PHC2,0.471734531160221,0.707601796740332
FOXRED1,0.47162513648503,0.707437704727545
ARMC2,0.471613217386004,0.707419826079006
RPL37A,0.471413862136223,0.707120793204335
PANK3,-0.471289264265985,-0.706933896398978
AAMDC,-0.471094027875194,-0.706641041812791
CTTN,0.471066809564046,0.706600214346069
USP37,0.470831107414192,0.706246661121288
EEF1A1,-0.470825367905492,-0.706238051858238
NFE2L1,-0.470799299101769,-0.706198948652653
IKZF5,0.470670233720133,0.7060053505802
ZC3H12B,0.151339667471731,0.227009501207596
EXOSC4,0.47065531783388,0.70598297675082
ISG15,0.470614527289065,0.705921790933598
PSCA,0.151006723117999,0.226510084676999
ZBTB18,0.470131044714514,0.705196567071771
SLC39A1,0.470059955153047,0.705089932729571
BBS7,-0.47004633343947,-0.705069500159205
ABHD16A,-0.46996983734341,-0.704954756015115
CACNG6,0.469873427045633,0.704810140568449
SVIL,-0.469836370092613,-0.704754555138919
WHAMM,-0.469822681813993,-0.70473402272099
TDG,-0.469730455634268,-0.704595683451402
TIMM9,0.469668087925177,0.704502131887766
TAMM41,0.469571823110404,0.704357734665606
STK24,0.469434465423645,0.704151698135467
PLPP2,0.469281834438601,0.703922751657902
CARS2,0.469247699601636,0.703871549402454
TMEM222,-0.469167622371695,-0.703751433557543
ZNF358,0.468676222010041,0.703014333015062
C20orf27,-0.468505996689324,-0.702758995033986
SLC37A3,0.468472639985859,0.702708959978788
SBNO2,-0.143749911854216,-0.215624867781324
ACTR3,0.468145812232499,0.702218718348748
GPAT3,-0.467801557513882,-0.701702336270823
RBIS,0.467584934551076,0.701377401826614
DHCR24,-0.467399774903673,-0.701099662355509
ZNF337,-0.467335289234018,-0.701002933851027
PUM2,0.467320619830329,0.700980929745494
STK11,-0.139485872499787,-0.209228808749681
TAPBP,0.466720229665126,0.700080344497689
POLL,-0.466565517874059,-0.699848276811089
ADAM15,0.466394243651482,0.699591365477223
TLCD3A,0.466347749789416,0.699521624684124
BRIP1,0.466299878303228,0.699449817454842
MYMX,-0.136664159074169,-0.204996238611254
MFN1,-0.465731596877913,-0.698597395316869
CCDC65,-0.135546338177396,-0.203319507266094
FEM1B,0.465175882191608,0.697763823287412
EIF5B,0.465123765359316,0.697685648038974
EFCAB11,0.464981684460896,0.697472526691344
FH,-0.464857171180827,-0.69728575677124
SDCCAG8,-0.464846281338223,-0.697269422007334
PSPN,0.132610666386492,0.198915999579738
NECAB3,-0.464598489891731,-0.696897734837597
TCEANC,-0.464578093531066,-0.696867140296599
EXOSC10,0.464015773139648,0.696023659709472
ZIC5,-0.463900971610315,-0.695851457415472
