genesymbol	geneset
CD160	KRAS.600.LUNG.BREAST_UP.V1_UP
CD160	IL2_UP.V1_DN
CD160	CAMP_UP.V1_DN
NTNG1	PTEN_DN.V1_UP
NTNG1	PDGF_ERK_DN.V1_UP
CRYBG1	RAF_UP.V1_DN
CRYBG1	STK33_DN
CRYBG1	STK33_SKM_DN
CRYBG1	P53_DN.V1_UP
CRYBG1	BCAT_GDS748_UP
CRYBG1	LEF1_UP.V1_DN
CRYBG1	ATF2_S_UP.V1_UP
CRYBG1	GCNP_SHH_UP_EARLY.V1_DN
CRYBG1	STK33_NOMO_DN
PKHD1	RB_DN.V1_UP
DCBLD2	PRC2_SUZ12_UP.V1_UP
DCBLD2	KRAS.300_UP.V1_UP
DCBLD2	KRAS.600_UP.V1_UP
DCBLD2	KRAS.600.LUNG.BREAST_UP.V1_UP
DCBLD2	KRAS.LUNG_UP.V1_UP
DCBLD2	PRC2_EZH2_UP.V1_UP
EPHB4	RAPA_EARLY_UP.V1_DN
SULF2	RB_DN.V1_UP
SULF2	STK33_SKM_UP
SULF2	STK33_UP
RHCG	KRAS.LUNG_UP.V1_DN
PCSK9	NFE2L2.V2
PCSK9	E2F3_UP.V1_DN
GSTM3	LEF1_UP.V1_DN
CROCC	CRX_NRL_DN.V1_UP
ATP6V0A4	RELA_DN.V1_DN
ATP6V0A4	ERBB2_UP.V1_UP
ATP6V0A4	LTE2_UP.V1_UP
ATP6V0A4	IL15_UP.V1_DN
GHRL	PKCA_DN.V1_UP
SLC2A4	NFE2L2.V2
SLC2A4	PTEN_DN.V2_UP
SLC2A4	KRAS.AMP.LUNG_UP.V1_UP
SLC2A4	MTOR_UP.V1_DN
NRP1	SRC_UP.V1_DN
NRP1	MEL18_DN.V1_UP
NRP1	KRAS.600_UP.V1_UP
NRP1	KRAS.LUNG_UP.V1_UP
NRP1	STK33_NOMO_UP
NRP1	MYC_UP.V1_DN
NRP1	CAHOY_OLIGODENDROCUTIC
NRP1	VEGF_A_UP.V1_DN
NRP1	LTE2_UP.V1_DN
NRP1	KRAS.DF.V1_UP
NRP1	STK33_UP
ADGRG1	RAF_UP.V1_DN
ADGRG1	AKT_UP.V1_UP
ADGRG1	TBK1.DF_UP
ADGRG1	NOTCH_DN.V1_UP
ADGRG1	AKT_UP_MTOR_DN.V1_UP
ADGRG1	PRC2_EZH2_UP.V1_UP
NRP2	MEL18_DN.V1_UP
NRP2	JNK_DN.V1_DN
NRP2	KRAS.DF.V1_DN
NRP2	BMI1_DN_MEL18_DN.V1_UP
NRP2	BMI1_DN.V1_UP
NRP2	P53_DN.V1_DN
NRP2	GCNP_SHH_UP_LATE.V1_DN
GLI1	PRC2_EED_UP.V1_DN
GLI1	VEGF_A_UP.V1_UP
GLI1	CYCLIN_D1_KE_.V1_UP
GLI1	ESC_J1_UP_LATE.V1_DN
GLI1	ESC_V6.5_UP_LATE.V1_DN
GLI1	WNT_UP.V1_UP
NKX6-1	PRC2_SUZ12_UP.V1_UP
NKX6-1	KRAS.300_UP.V1_DN
NKX6-1	KRAS.600_UP.V1_DN
RTN1	STK33_SKM_UP
RTN1	KRAS.300_UP.V1_UP
RTN1	PTEN_DN.V2_UP
RTN1	KRAS.KIDNEY_UP.V1_UP
RTN1	KRAS.600_UP.V1_UP
RTN1	AKT_UP_MTOR_DN.V1_DN
RTN1	STK33_UP
TLE1	PTEN_DN.V1_UP
TLE1	CRX_DN.V1_DN
CRMP1	RPS14_DN.V1_DN
CRMP1	ESC_J1_UP_LATE.V1_DN
CRMP1	CYCLIN_D1_KE_.V1_DN
CRMP1	WNT_UP.V1_UP
CRMP1	ESC_V6.5_UP_LATE.V1_DN
CRMP1	NOTCH_DN.V1_DN
CRMP1	JNK_DN.V1_UP
CRMP1	SNF5_DN.V1_DN
CRMP1	RAPA_EARLY_UP.V1_DN
NRCAM	NFE2L2.V2
NRCAM	KRAS.300_UP.V1_UP
NRCAM	KRAS.50_UP.V1_UP
NRCAM	ERBB2_UP.V1_DN
NRCAM	KRAS.KIDNEY_UP.V1_UP
NRCAM	PGF_UP.V1_UP
NRCAM	KRAS.600_UP.V1_UP
NRCAM	KRAS.600.LUNG.BREAST_UP.V1_UP
NRCAM	P53_DN.V1_DN
SCG2	P53_DN.V1_UP
SCG2	SNF5_DN.V1_UP
SCG2	RAF_UP.V1_UP
SCG2	PRC2_EED_UP.V1_UP
SCG2	CAHOY_NEURONAL
SCG2	STK33_UP
SCG2	STK33_NOMO_UP
SLIT1	RAPA_EARLY_UP.V1_UP
SLIT1	LEF1_UP.V1_UP
SLIT1	KRAS.600_UP.V1_UP
AMOT	ESC_V6.5_UP_LATE.V1_UP
AMOT	ESC_J1_UP_LATE.V1_UP
AMOT	VEGF_A_UP.V1_UP
AMOT	RAPA_EARLY_UP.V1_UP
DPYSL2	KRAS.DF.V1_UP
DPYSL2	LTE2_UP.V1_UP
LDB1	CRX_DN.V1_DN
LDB1	CSR_EARLY_UP.V1_DN
UNC5C	BMI1_DN_MEL18_DN.V1_DN
UNC5C	MEL18_DN.V1_DN
CDK5R1	E2F1_UP.V1_UP
CDK5R1	KRAS.300_UP.V1_UP
CDK5R1	E2F3_UP.V1_UP
CDK5R1	KRAS.KIDNEY_UP.V1_UP
CDK5R1	KRAS.600_UP.V1_UP
SHH	JAK2_DN.V1_UP
SHH	VEGF_A_UP.V1_UP
SHH	PGF_UP.V1_DN
L1CAM	MEK_UP.V1_UP
L1CAM	NFE2L2.V2
L1CAM	RAPA_EARLY_UP.V1_UP
L1CAM	RELA_DN.V1_DN
L1CAM	RAF_UP.V1_UP
L1CAM	LEF1_UP.V1_UP
L1CAM	P53_DN.V1_DN
L1CAM	PRC2_EZH2_UP.V1_UP
L1CAM	CSR_LATE_UP.V1_DN
APOC1	PKCA_DN.V1_DN
APOC1	CYCLIN_D1_KE_.V1_UP
APOC1	PGF_UP.V1_DN
APOC1	P53_DN.V1_DN
S100A12	KRAS.LUNG_UP.V1_DN
S100A12	KRAS.600.LUNG.BREAST_UP.V1_DN
CBLB	MEK_UP.V1_UP
CBLB	EGFR_UP.V1_UP
ZEB1	AKT_UP.V1_DN
ZEB1	JAK2_DN.V1_UP
ZEB1	KRAS.600_UP.V1_UP
ZEB1	KRAS.PROSTATE_UP.V1_UP
ZFPM2	LEF1_UP.V1_UP
ZFPM2	ESC_J1_UP_EARLY.V1_UP
DPP4	ATF2_S_UP.V1_DN
DPP4	ESC_V6.5_UP_LATE.V1_UP
DPP4	ESC_J1_UP_LATE.V1_UP
DPP4	LEF1_UP.V1_DN
DPP4	CSR_LATE_UP.V1_DN
CD55	AKT_UP.V1_UP
CD55	GCNP_SHH_UP_EARLY.V1_UP
CD55	EIF4E_DN
CD55	ESC_V6.5_UP_LATE.V1_UP
CD55	ESC_J1_UP_LATE.V1_UP
CD55	AKT_UP_MTOR_DN.V1_UP
KCNIP2	ATM_DN.V1_DN
KCNIP2	KRAS.600.LUNG.BREAST_UP.V1_DN
KCNIP2	PKCA_DN.V1_DN
KCNIP2	CTIP_DN.V1_UP
KCNIP2	IL15_UP.V1_DN
LCK	STK33_DN
LCK	ESC_V6.5_UP_LATE.V1_DN
LCK	LEF1_UP.V1_UP
LCK	STK33_NOMO_DN
LCK	ESC_J1_UP_LATE.V1_DN
LCK	RB_P107_DN.V1_UP
PCLO	TBK1.DF_UP
PCLO	KRAS.DF.V1_DN
PCLO	CAMP_UP.V1_DN
CD40LG	IL21_UP.V1_DN
CD40LG	KRAS.300_UP.V1_DN
CD40LG	KRAS.600_UP.V1_DN
CALM3	TBK1.DN.48HRS_UP
GP9	PRC2_SUZ12_UP.V1_DN
DUSP6	PDGF_ERK_DN.V1_DN
DUSP6	KRAS.300_UP.V1_UP
DUSP6	ERBB2_UP.V1_UP
DUSP6	TGFB_UP.V1_DN
DUSP6	IL2_UP.V1_UP
DUSP6	KRAS.600_UP.V1_UP
DUSP6	ESC_J1_UP_EARLY.V1_DN
DUSP6	EGFR_UP.V1_UP
DUSP6	BCAT.100_UP.V1_UP
DUSP6	IL15_UP.V1_UP
DUSP6	KRAS.KIDNEY_UP.V1_UP
MMP14	SNF5_DN.V1_UP
MMP14	VEGF_A_UP.V1_DN
MMP14	HINATA_NFKB_MATRIX
CR2	STK33_DN
CR2	GCNP_SHH_UP_EARLY.V1_UP
CR2	PGF_UP.V1_UP
CR2	NOTCH_DN.V1_DN
CR2	STK33_NOMO_DN
CR2	KRAS.PROSTATE_UP.V1_UP
RNF4	PDGF_UP.V1_UP
APOBEC3G	KRAS.600_UP.V1_UP
APOBEC3G	KRAS.300_UP.V1_UP
APOBEC3G	VEGF_A_UP.V1_UP
APOBEC3G	LEF1_UP.V1_UP
APOBEC3G	KRAS.PROSTATE_UP.V1_UP
APOBEC3G	E2F3_UP.V1_DN
C2	PTEN_DN.V1_UP
C2	MTOR_UP.V1_DN
C2	PDGF_UP.V1_DN
MMP13	P53_DN.V2_UP
MMP13	KRAS.AMP.LUNG_UP.V1_DN
MMP13	SNF5_DN.V1_DN
MMP13	RB_DN.V1_DN
SCG3	CAHOY_ASTROCYTIC
SCG3	KRAS.600_UP.V1_UP
SCG3	KRAS.KIDNEY_UP.V1_UP
SCG3	KRAS.300_UP.V1_UP
SCG3	KRAS.50_UP.V1_UP
HPCAL4	NOTCH_DN.V1_UP
HPCAL4	PTEN_DN.V1_DN
HPCAL4	KRAS.KIDNEY_UP.V1_UP
F8	CSR_LATE_UP.V1_DN
MT3	SNF5_DN.V1_UP
MT3	KRAS.LUNG_UP.V1_UP
ITGAM	RPS14_DN.V1_UP
HSPA1A	TBK1.DN.48HRS_DN
HSPA1A	CRX_NRL_DN.V1_UP
HSPA1A	CRX_DN.V1_UP
HSPA1A	CAMP_UP.V1_DN
HSPA1A	NOTCH_DN.V1_UP
HSPA1A	MTOR_UP.V1_DN
HSPA1A	LEF1_UP.V1_UP
HSPA1A	RAPA_EARLY_UP.V1_DN
DYRK2	PDGF_ERK_DN.V1_DN
DYRK2	TGFB_UP.V1_UP
RABIF	TBK1.DF_UP
F10	WNT_UP.V1_DN
F10	ATM_DN.V1_DN
F10	RAPA_EARLY_UP.V1_DN
GZMB	LEF1_UP.V1_UP
GZMB	NOTCH_DN.V1_DN
GZMB	CTIP_DN.V1_DN
APOBEC3F	JNK_DN.V1_DN
APOBEC3F	PRC1_BMI_UP.V1_DN
CTSL	HOXA9_DN.V1_UP
CTSL	RB_P107_DN.V1_DN
CTSL	P53_DN.V1_DN
FYN	P53_DN.V1_UP
FYN	HOXA9_DN.V1_UP
FYN	RAF_UP.V1_UP
PIK3CG	ALK_DN.V1_UP
PIK3CG	BMI1_DN_MEL18_DN.V1_UP
GP1BA	KRAS.600.LUNG.BREAST_UP.V1_DN
GP1BA	GCNP_SHH_UP_LATE.V1_DN
GP1BA	KRAS.AMP.LUNG_UP.V1_DN
USP15	SNF5_DN.V1_UP
USP15	HOXA9_DN.V1_UP
PHEX	PGF_UP.V1_UP
MMP15	KRAS.AMP.LUNG_UP.V1_UP
MMP15	AKT_UP.V1_UP
MMP15	CYCLIN_D1_UP.V1_UP
MMP15	KRAS.600.LUNG.BREAST_UP.V1_UP
MMP15	MEL18_DN.V1_UP
MMP15	BMI1_DN.V1_UP
MMP15	CYCLIN_D1_KE_.V1_UP
MMP15	E2F3_UP.V1_UP
KLK1	P53_DN.V1_UP
KLK1	KRAS.KIDNEY_UP.V1_DN
KLK1	GCNP_SHH_UP_EARLY.V1_DN
KLK1	CTIP_DN.V1_UP
GNGT2	PRC2_SUZ12_UP.V1_DN
GNGT2	KRAS.AMP.LUNG_UP.V1_UP
GNGT2	KRAS.PROSTATE_UP.V1_DN
CPM	RPS14_DN.V1_UP
KIF2A	E2F1_UP.V1_UP
KIF2A	SIRNA_EIF4GI_UP
DOCK10	CAHOY_OLIGODENDROCUTIC
DOCK10	ERBB2_UP.V1_UP
CASP5	TGFB_UP.V1_UP
CASP5	CTIP_DN.V1_DN
CD59	GCNP_SHH_UP_LATE.V1_UP
CD59	GCNP_SHH_UP_EARLY.V1_DN
CD59	SNF5_DN.V1_DN
PREP	AKT_UP.V1_UP
PREP	MTOR_UP.V1_UP
F5	NFE2L2.V2
F5	RPS14_DN.V1_UP
DGKG	IL21_UP.V1_UP
DGKG	NFE2L2.V2
DGKG	IL15_UP.V1_UP
DGKG	IL2_UP.V1_UP
ATOX1	SRC_UP.V1_UP
USP16	CAHOY_OLIGODENDROCUTIC
USP16	ERBB2_UP.V1_DN
ERAP2	KRAS.LUNG.BREAST_UP.V1_DN
ERAP2	LEF1_UP.V1_DN
ERAP2	KRAS.600.LUNG.BREAST_UP.V1_DN
ERAP2	ATF2_UP.V1_DN
ERAP2	PRC1_BMI_UP.V1_UP
ERAP2	PRC2_SUZ12_UP.V1_UP
ERAP2	PRC2_EZH2_UP.V1_UP
ERAP2	CSR_EARLY_UP.V1_DN
MSRB1	HOXA9_DN.V1_UP
MSRB1	E2F3_UP.V1_UP
MSRB1	CSR_EARLY_UP.V1_DN
PRSS3	P53_DN.V1_UP
PRSS3	KRAS.DF.V1_UP
PRSS3	TBK1.DF_UP
PRSS3	KRAS.600.LUNG.BREAST_UP.V1_UP
PRSS3	PTEN_DN.V1_DN
PRSS3	PRC2_EZH2_UP.V1_UP
PRSS3	KRAS.LUNG.BREAST_UP.V1_UP
GZMK	ATF2_UP.V1_UP
CTSS	PRC2_SUZ12_UP.V1_UP
CTSS	MEL18_DN.V1_UP
CTSS	RPS14_DN.V1_UP
CTSS	BMI1_DN.V1_UP
APOA4	MYC_UP.V1_UP
APOA4	BRCA1_DN.V1_DN
FCER1G	HOXA9_DN.V1_UP
FCER1G	PTEN_DN.V1_UP
FCER1G	KRAS.AMP.LUNG_UP.V1_UP
PRDM4	MTOR_UP.V1_DN
SERPINC1	IL21_UP.V1_UP
FDX1	PDGF_UP.V1_UP
CSRP1	ESC_V6.5_UP_EARLY.V1_DN
C9	ESC_V6.5_UP_EARLY.V1_UP
C9	JAK2_DN.V1_UP
C9	MTOR_UP.V1_UP
C9	PGF_UP.V1_DN
C9	IL15_UP.V1_UP
C1QC	SNF5_DN.V1_UP
C1QC	CRX_DN.V1_DN
C1QC	STK33_NOMO_UP
GCA	TBK1.DF_UP
GCA	LTE2_UP.V1_DN
PDP1	CSR_LATE_UP.V1_DN
FN1	HINATA_NFKB_MATRIX
FN1	LEF1_UP.V1_UP
RCE1	MTOR_UP.V1_DN
RCE1	AKT_UP.V1_DN
DOCK9	RPS14_DN.V1_DN
CTSD	RAPA_EARLY_UP.V1_UP
CTSD	BCAT_BILD_ET_AL_UP
CALM1	CAMP_UP.V1_DN
KLKB1	KRAS.PROSTATE_UP.V1_DN
KLKB1	CRX_DN.V1_UP
ADRA2B	CYCLIN_D1_UP.V1_UP
ADRA2B	CYCLIN_D1_KE_.V1_UP
ADRA2B	MTOR_UP.V1_UP
ADRA2B	KRAS.600_UP.V1_DN
C4BPB	P53_DN.V1_UP
C4BPB	LEF1_UP.V1_DN
TMPRSS6	PTEN_DN.V1_DN
TMPRSS6	NOTCH_DN.V1_DN
TMPRSS6	IL15_UP.V1_UP
TMPRSS6	E2F3_UP.V1_DN
TMPRSS6	IL2_UP.V1_UP
FCN1	ATM_DN.V1_DN
FCN1	NOTCH_DN.V1_DN
AKAP10	SIRNA_EIF4GI_DN
PIK3CA	GCNP_SHH_UP_LATE.V1_UP
HNF4A	ESC_J1_UP_LATE.V1_UP
SPOCK2	PTEN_DN.V1_UP
SPOCK2	CAMP_UP.V1_DN
SPOCK2	ESC_V6.5_UP_EARLY.V1_UP
SPOCK2	ESC_V6.5_UP_LATE.V1_UP
SPOCK2	CYCLIN_D1_UP.V1_UP
CTSH	BMI1_DN_MEL18_DN.V1_DN
CTSH	ESC_V6.5_UP_LATE.V1_UP
CTSH	ESC_J1_UP_LATE.V1_UP
CTSH	RPS14_DN.V1_UP
CTSH	LEF1_UP.V1_DN
CTSH	EGFR_UP.V1_DN
CTSH	SIRNA_EIF4GI_UP
CTSB	RB_P130_DN.V1_DN
CTSO	PRC2_EED_UP.V1_UP
PPP4C	SNF5_DN.V1_UP
CR1	RPS14_DN.V1_UP
CR1	STK33_NOMO_DN
GMFB	PGF_UP.V1_UP
MMP8	ATF2_S_UP.V1_UP
MMP8	CTIP_DN.V1_UP
WAS	SNF5_DN.V1_UP
WAS	PKCA_DN.V1_DN
SH2B3	STK33_SKM_UP
S100A13	GCNP_SHH_UP_LATE.V1_DN
PRKCD	IL2_UP.V1_UP
PRKCD	ATF2_UP.V1_UP
PRKCD	ATF2_S_UP.V1_UP
CASP10	EIF4E_DN
PLA2G7	IL21_UP.V1_UP
PLA2G7	NOTCH_DN.V1_UP
PLA2G7	RPS14_DN.V1_UP
TARS	RB_P107_DN.V1_DN
HSP90B1	CAMP_UP.V1_UP
EXOSC9	CSR_LATE_UP.V1_UP
EXOSC9	MYC_UP.V1_UP
LSM4	RB_P130_DN.V1_UP
PSAT1	NFE2L2.V2
PSAT1	ALK_DN.V1_UP
PSAT1	RPS14_DN.V1_DN
PSAT1	PKCA_DN.V1_DN
PSAT1	LTE2_UP.V1_DN
PSAT1	BMI1_DN_MEL18_DN.V1_UP
PSAT1	MTOR_UP.V1_UP
PSAT1	AKT_UP_MTOR_DN.V1_DN
ASNS	STK33_DN
ASNS	NFE2L2.V2
ASNS	ALK_DN.V1_UP
ASNS	RPS14_DN.V1_DN
ASNS	STK33_SKM_DN
ASNS	MTOR_UP.N4.V1_UP
ASNS	CAHOY_ASTROCYTIC
ASNS	CYCLIN_D1_KE_.V1_UP
ASNS	STK33_NOMO_DN
CEBPG	ALK_DN.V1_UP
CEBPG	LTE2_UP.V1_DN
CEBPG	CAMP_UP.V1_UP
CEBPG	MTOR_UP.N4.V1_UP
FKBP14	TBK1.DN.48HRS_UP
EXOSC5	MYC_UP.V1_UP
EXOSC5	HOXA9_DN.V1_DN
HYOU1	WNT_UP.V1_UP
HYOU1	GCNP_SHH_UP_LATE.V1_DN
ATF6	DCA_UP.V1_UP
ATF6	PDGF_ERK_DN.V1_UP
ATF6	RAPA_EARLY_UP.V1_UP
ATF6	PDGF_UP.V1_UP
ATF6	BMI1_DN.V1_UP
ATF6	PRC2_EZH2_UP.V1_UP
YWHAZ	YAP1_UP
RRP9	ESC_J1_UP_LATE.V1_DN
RRP9	CSR_EARLY_UP.V1_UP
RRP9	MYC_UP.V1_UP
RRP9	MTOR_UP.N4.V1_UP
RRP9	ESC_V6.5_UP_LATE.V1_DN
EEF2	BCAT_BILD_ET_AL_UP
NFYB	TBK1.DF_DN
DNAJA4	KRAS.BREAST_UP.V1_UP
DNAJA4	KRAS.300_UP.V1_UP
DNAJA4	RPS14_DN.V1_DN
DNAJA4	KRAS.600_UP.V1_UP
DNAJA4	ALK_DN.V1_DN
DNAJA4	SNF5_DN.V1_DN
EIF4A3	CSR_EARLY_UP.V1_UP
EIF4A3	EIF4E_UP
NPM1	GCNP_SHH_UP_LATE.V1_UP
ZBTB17	RB_P130_DN.V1_UP
EIF4A1	CSR_EARLY_UP.V1_UP
EIF2AK3	ATF2_UP.V1_DN
EIF2AK3	TGFB_UP.V1_DN
MTREX	PGF_UP.V1_UP
MTREX	CYCLIN_D1_KE_.V1_UP
SERP1	RB_DN.V1_DN
NOP56	E2F1_UP.V1_UP
NOP56	GCNP_SHH_UP_LATE.V1_UP
CHAC1	NFE2L2.V2
CHAC1	CRX_DN.V1_DN
CHAC1	ALK_DN.V1_UP
CHAC1	RPS14_DN.V1_DN
CHAC1	RB_P107_DN.V1_DN
CHAC1	PTEN_DN.V2_UP
CHAC1	MTOR_UP.N4.V1_UP
CHAC1	ESC_V6.5_UP_LATE.V1_DN
CHAC1	RB_DN.V1_DN
DCP2	PGF_UP.V1_UP
DCP2	PRC1_BMI_UP.V1_UP
DCP2	PRC2_SUZ12_UP.V1_UP
DCP2	PRC2_EED_UP.V1_UP
DCP2	TBK1.DF_DN
EDEM1	CTIP_DN.V1_DN
ARFGAP1	KRAS.DF.V1_DN
POP4	CAHOY_OLIGODENDROCUTIC
NOP14	MYC_UP.V1_UP
TTC37	PGF_UP.V1_UP
TTC37	VEGF_A_UP.V1_DN
HERPUD1	MTOR_UP.N4.V1_UP
EIF4E	CAMP_UP.V1_DN
EIF4E	RB_DN.V1_DN
BAG3	RAF_UP.V1_DN
BAG3	RPS14_DN.V1_DN
BAG3	E2F1_UP.V1_DN
BAG3	BCAT_GDS748_UP
BAG3	MEL18_DN.V1_DN
NFYA	TBK1.DF_UP
EXOSC10	PDGF_ERK_DN.V1_UP
EXOSC10	PDGF_UP.V1_UP
ERN1	KRAS.DF.V1_DN
ERN1	MTOR_UP.V1_UP
WIPI1	ERBB2_UP.V1_UP
WIPI1	BCAT_BILD_ET_AL_UP
WIPI1	CAMP_UP.V1_UP
WIPI1	EGFR_UP.V1_UP
EXOSC2	PRC2_EED_UP.V1_DN
EXOSC2	RB_P130_DN.V1_UP
LSM1	PDGF_UP.V1_UP
PDIA5	CRX_NRL_DN.V1_UP
PDIA5	AKT_UP.V1_DN
PDIA5	NRL_DN.V1_UP
PDIA5	CRX_DN.V1_UP
PDIA5	ESC_J1_UP_LATE.V1_UP
PDIA5	MTOR_UP.V1_DN
PDIA5	AKT_UP_MTOR_DN.V1_DN
DDX10	MYC_UP.V1_UP
SDAD1	CAMP_UP.V1_UP
EXOC2	BCAT_GDS748_DN
CALR	BCAT_BILD_ET_AL_UP
IARS	SNF5_DN.V1_UP
IARS	RB_P107_DN.V1_DN
EIF4G1	CYCLIN_D1_UP.V1_DN
SRPRA	TBK1.DF_DN
HSPA9	CAMP_UP.V1_UP
EXOSC1	KRAS.BREAST_UP.V1_DN
EXOSC1	MTOR_UP.V1_DN
EXOSC1	ESC_J1_UP_LATE.V1_DN
EXOSC1	AKT_UP.V1_DN
EXOSC1	ESC_V6.5_UP_LATE.V1_DN
EIF4EBP1	MTOR_UP.N4.V1_UP
EIF4EBP1	RAPA_EARLY_UP.V1_DN
ATF4	CAMP_UP.V1_UP
CNOT4	TBK1.DN.48HRS_UP
GNA14	CAHOY_ASTROGLIAL
GNA14	AKT_UP.V1_DN
GNA14	PTEN_DN.V2_UP
GNA14	ATF2_UP.V1_UP
GNA14	ATF2_S_UP.V1_UP
GNA14	GCNP_SHH_UP_EARLY.V1_DN
GNA14	ESC_J1_UP_EARLY.V1_DN
GNA14	AKT_UP_MTOR_DN.V1_DN
GNA14	LTE2_UP.V1_UP
CAB39L	PRC2_SUZ12_UP.V1_UP
CAB39L	STK33_NOMO_UP
CAB39L	KRAS.KIDNEY_UP.V1_UP
TBK1	TBK1.DF_DN
RALB	TBK1.DN.48HRS_DN
FGF22	P53_DN.V2_UP
FGF22	DCA_UP.V1_UP
FGF22	BRCA1_DN.V1_DN
FGF22	KRAS.PROSTATE_UP.V1_UP
PPP2R1B	PRC2_EZH2_UP.V1_UP
PPP2R1B	RB_DN.V1_DN
UBE2N	NFE2L2.V2
UBE2N	BCAT_GDS748_UP
UBE2N	CSR_EARLY_UP.V1_UP
CAB39	BMI1_DN.V1_DN
MKNK1	NRL_DN.V1_UP
FGF6	DCA_UP.V1_UP
FGF6	PRC2_SUZ12_UP.V1_UP
FGF6	TGFB_UP.V1_DN
FGF6	IL21_UP.V1_DN
RAC1	HINATA_NFKB_MATRIX
ATF1	GCNP_SHH_UP_EARLY.V1_UP
ATF1	MEK_UP.V1_DN
ATF1	ERBB2_UP.V1_DN
ATF1	MTOR_UP.N4.V1_DN
ATF1	ESC_V6.5_UP_LATE.V1_DN
ITPR2	E2F1_UP.V1_DN
PITX2	ESC_V6.5_UP_LATE.V1_UP
PITX2	LEF1_UP.V1_DN
PITX2	GCNP_SHH_UP_EARLY.V1_DN
PLA2G12A	TGFB_UP.V1_DN
PLA2G12A	ERBB2_UP.V1_DN
ADCY2	PRC2_SUZ12_UP.V1_DN
ADCY2	ALK_DN.V1_DN
ADCY2	PDGF_UP.V1_DN
PIN1	ATF2_UP.V1_UP
PIN1	E2F3_UP.V1_UP
PIN1	DCA_UP.V1_DN
PIN1	SRC_UP.V1_UP
ACTR3	CSR_EARLY_UP.V1_UP
TRAF2	RB_P130_DN.V1_UP
TRAF2	PTEN_DN.V2_DN
MAPKAP1	STK33_DN
MAPKAP1	STK33_NOMO_DN
ACACA	ATF2_UP.V1_DN
ACACA	ATF2_S_UP.V1_DN
ACACA	MTOR_UP.N4.V1_UP
ACACA	ATM_DN.V1_UP
MAPK9	TBK1.DN.48HRS_DN
NFKBIB	ATF2_UP.V1_UP
NFKBIB	P53_DN.V2_DN
NGF	KRAS.KIDNEY_UP.V1_DN
NGF	WNT_UP.V1_DN
NGF	KRAS.600.LUNG.BREAST_UP.V1_UP
NGF	PRC2_EZH2_UP.V1_DN
NGF	TGFB_UP.V1_UP
NGF	KRAS.LUNG_UP.V1_UP
NGF	KRAS.DF.V1_DN
NGF	ATF2_S_UP.V1_DN
NGF	KRAS.AMP.LUNG_UP.V1_UP
MAPK8	DCA_UP.V1_UP
SLA	P53_DN.V2_UP
SLA	ALK_DN.V1_DN
SLA	IL2_UP.V1_DN
FGF17	ESC_J1_UP_LATE.V1_DN
FGF17	ESC_V6.5_UP_EARLY.V1_DN
FGF17	ESC_J1_UP_EARLY.V1_DN
FGF17	ESC_V6.5_UP_LATE.V1_DN
FGF17	RELA_DN.V1_UP
FGF17	CTIP_DN.V1_UP
IRAK4	DCA_UP.V1_DN
SMAD2	SNF5_DN.V1_UP
PAK4	GCNP_SHH_UP_LATE.V1_DN
RPS6KA1	BCAT_BILD_ET_AL_UP
RPS6KA1	CYCLIN_D1_UP.V1_UP
ECSIT	CAMP_UP.V1_UP
MAP2K6	KRAS.600.LUNG.BREAST_UP.V1_DN
MAP2K6	IL15_UP.V1_DN
MAP2K6	KRAS.LUNG.BREAST_UP.V1_DN
MAP2K6	KRAS.LUNG_UP.V1_DN
MAP2K6	IL2_UP.V1_DN
MAP2K6	KRAS.300_UP.V1_DN
MAP2K6	KRAS.600_UP.V1_DN
VAV3	RAF_UP.V1_DN
VAV3	BMI1_DN_MEL18_DN.V1_DN
VAV3	KRAS.LUNG.BREAST_UP.V1_DN
VAV3	BMI1_DN.V1_DN
VAV3	KRAS.LUNG_UP.V1_DN
VAV3	KRAS.600.LUNG.BREAST_UP.V1_DN
VAV3	TGFB_UP.V1_DN
VAV3	MEL18_DN.V1_DN
VAV3	KRAS.600_UP.V1_DN
VAV3	EGFR_UP.V1_UP
PLCB1	RAF_UP.V1_DN
PLCB1	JNK_DN.V1_DN
PLCB1	LTE2_UP.V1_DN
PLCB1	KRAS.KIDNEY_UP.V1_UP
PLCB1	MEL18_DN.V1_DN
PLCB1	MTOR_UP.N4.V1_UP
PLCB1	KRAS.PROSTATE_UP.V1_DN
PLCB1	PRC2_EZH2_UP.V1_UP
ARPC3	NRL_DN.V1_DN
ARPC3	CRX_NRL_DN.V1_DN
DAPP1	SINGH_KRAS_DEPENDENCY_SIGNATURE_
DAPP1	JAK2_DN.V1_DN
DAPP1	ESC_J1_UP_LATE.V1_DN
DAPP1	ESC_J1_UP_EARLY.V1_DN
DAPP1	ESC_V6.5_UP_LATE.V1_DN
DAPP1	RELA_DN.V1_UP
DUSP3	TBK1.DF_UP
DUSP3	TBK1.DN.48HRS_UP
DUSP3	PRC2_EZH2_UP.V1_UP
PRKAA2	LEF1_UP.V1_UP
RPTOR	MYC_UP.V1_UP
CAMK4	STK33_SKM_DN
CAMK4	CYCLIN_D1_KE_.V1_DN
CAMK4	CYCLIN_D1_UP.V1_DN
CAMK4	ESC_V6.5_UP_EARLY.V1_DN
CAMK4	YAP1_UP
CAMK4	PRC2_EZH2_UP.V1_DN
MAPK10	KRAS.300_UP.V1_UP
